material,LCstage,disposition,impactCategory,impactUnits,impactFactor
Misc. nonrecyclables,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,951.1398113
Misc. nonrecyclables,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,891.2260271
Misc. nonrecyclables,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0
Misc. nonrecyclables,Production,Production,Acidification,kg SO2 eq.,7.824348614
Misc. nonrecyclables,Production,Production,Ecotoxicity (recommended),CTUe,3665.256477
Misc. nonrecyclables,Production,Production,Eutrophication,kg N eq.,1.758919528
Misc. nonrecyclables,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,951.1398113
Misc. nonrecyclables,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,891.2260271
Misc. nonrecyclables,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,1.375933952
Misc. nonrecyclables,Production,Production,"Human toxicity, cancer (recommended)",CTUh,3.41E-05
Misc. nonrecyclables,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,0.000217074
Misc. nonrecyclables,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,0.000116206
Misc. nonrecyclables,Production,Production,"Resources, Fossil fuels",MJ surplus energy,1422.528657
Misc. nonrecyclables,Production,Production,Smog Air,kg O3 eq.,76.14112749
Misc. nonrecyclables,Production,Production,Ecotoxicity (recommended and interim),CTUe,14139283.07
Misc. nonrecyclables,Production,Production,Ecotoxicity (recommended only),CTUe,4.537920708
Misc. nonrecyclables,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,3.47E-05
Misc. nonrecyclables,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,5.62E-08
Misc. nonrecyclables,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000169655
Misc. nonrecyclables,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-08
Misc. nonrecyclables,Production,Production,high characterization factor for unspecified water,m3 world equiv.,-1199.94693
Misc. nonrecyclables,Production,Production,low characterization factor for unspecified water,m3 world equiv.,-36.45555917
Misc. nonrecyclables,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,-723.3497439
Misc. nonrecyclables,Production,Production,Blue water consumption,kg,6764.870344
Misc. nonrecyclables,Production,Production,Blue water use,kg,1874632.389
Misc. nonrecyclables,Production,Production,Total freshwater consumption (including rainwater),kg,6764.870344
Misc. nonrecyclables,Production,Production,Total freshwater use,kg,1874632.389
Misc. nonrecyclables,Production,Production,high characterization factor for unspecified water,m3 equiv.,-16.8699295
Misc. nonrecyclables,Production,Production,low characterization factor for unspecified water,m3 equiv.,-2.108741188
Misc. nonrecyclables,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,-7.189246981
Scrap Metal - Other,EOL,Combustion,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,2482.589408
Scrap Metal - Other,EOL,Combustion,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,2313.947187
Scrap Metal - Other,EOL,Combustion,Primary energy from non renewable resources (gross cal. value),MJ,2109.671999
Scrap Metal - Other,EOL,Combustion,Primary energy from non renewable resources (net cal. value),MJ,1941.029779
Scrap Metal - Other,EOL,Combustion,Primary energy from renewable resources (gross cal. value),MJ,372.9174089
Scrap Metal - Other,EOL,Combustion,Primary energy from renewable resources (net cal. value),MJ,372.9174089
Scrap Metal - Other,EOL,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,138.5456994
Scrap Metal - Other,EOL,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,149.438748
Scrap Metal - Other,EOL,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.101220807
Scrap Metal - Other,EOL,Combustion,Acidification,kg SO2 eq.,0.381104678
Scrap Metal - Other,EOL,Combustion,Ecotoxicity (recommended),CTUe,6.151056699
Scrap Metal - Other,EOL,Combustion,Eutrophication,kg N eq.,0.030589723
Scrap Metal - Other,EOL,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,138.4444786
Scrap Metal - Other,EOL,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,149.3375272
Scrap Metal - Other,EOL,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.230944121
Scrap Metal - Other,EOL,Combustion,"Human toxicity, cancer (recommended)",CTUh,1.51E-07
Scrap Metal - Other,EOL,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,1.40E-05
Scrap Metal - Other,EOL,Combustion,Ozone Depletion Air,kg CFC 11 eq.,8.78E-09
Scrap Metal - Other,EOL,Combustion,"Resources, Fossil fuels",MJ surplus energy,220.3472392
Scrap Metal - Other,EOL,Combustion,Smog Air,kg O3 eq.,8.79524616
Scrap Metal - Other,EOL,Combustion,Ecotoxicity (recommended and interim),CTUe,3900.807905
Scrap Metal - Other,EOL,Combustion,Ecotoxicity (recommended only),CTUe,0.383277102
Scrap Metal - Other,EOL,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,1.45E-05
Scrap Metal - Other,EOL,Combustion,"Human toxicity, cancer (recommended only)",CTUh,5.58E-09
Scrap Metal - Other,EOL,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.12E-05
Scrap Metal - Other,EOL,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.97E-10
Scrap Metal - Other,EOL,Combustion,high characterization factor for unspecified water,m3 world equiv.,130.8253678
Scrap Metal - Other,EOL,Combustion,low characterization factor for unspecified water,m3 world equiv.,48.05821511
Scrap Metal - Other,EOL,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,96.92172879
Scrap Metal - Other,EOL,Combustion,Blue water consumption,kg,2872.749987
Scrap Metal - Other,EOL,Combustion,Blue water use,kg,281197.0186
Scrap Metal - Other,EOL,Combustion,Total freshwater consumption (including rainwater),kg,3183.861069
Scrap Metal - Other,EOL,Combustion,Total freshwater use,kg,282089.3899
Scrap Metal - Other,EOL,Combustion,high characterization factor for unspecified water,m3 equiv.,1.872514929
Scrap Metal - Other,EOL,Combustion,low characterization factor for unspecified water,m3 equiv.,0.822449964
Scrap Metal - Other,EOL,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,1.183861324
Scrap Metal - Other,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,732.2974495
Scrap Metal - Other,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,680.4311394
Scrap Metal - Other,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,688.6626402
Scrap Metal - Other,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,636.7963302
Scrap Metal - Other,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,43.63480929
Scrap Metal - Other,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,43.63480929
Scrap Metal - Other,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,40.52220872
Scrap Metal - Other,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,39.7640939
Scrap Metal - Other,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.029445647
Scrap Metal - Other,EOL,Landfilling,Acidification,kg SO2 eq.,0.185538123
Scrap Metal - Other,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.494179452
Scrap Metal - Other,EOL,Landfilling,Eutrophication,kg N eq.,0.009416569
Scrap Metal - Other,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,40.49276307
Scrap Metal - Other,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,39.73464826
Scrap Metal - Other,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.133330895
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,1.73E-07
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,1.97E-05
Scrap Metal - Other,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,6.20E-10
Scrap Metal - Other,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,79.69702569
Scrap Metal - Other,EOL,Landfilling,Smog Air,kg O3 eq.,3.660878546
Scrap Metal - Other,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,1034.942389
Scrap Metal - Other,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.170312366
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,2.14E-06
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,7.25E-10
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.97E-05
Scrap Metal - Other,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,5.28E-11
Scrap Metal - Other,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,2.778447062
Scrap Metal - Other,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,1.113406877
Scrap Metal - Other,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,2.096402068
Scrap Metal - Other,EOL,Landfilling,Blue water consumption,kg,78.62329956
Scrap Metal - Other,EOL,Landfilling,Blue water use,kg,18626.95116
Scrap Metal - Other,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-176.3912247
Scrap Metal - Other,EOL,Landfilling,Total freshwater use,kg,20430.23678
Scrap Metal - Other,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,0.04132702
Scrap Metal - Other,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,0.020202693
Scrap Metal - Other,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,0.027473264
Scrap Metal - Other,EOL,Recycling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-31942.66791
Scrap Metal - Other,EOL,Recycling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-30251.28191
Scrap Metal - Other,EOL,Recycling,Primary energy from non renewable resources (gross cal. value),MJ,-16653.12312
Scrap Metal - Other,EOL,Recycling,Primary energy from non renewable resources (net cal. value),MJ,-14961.73713
Scrap Metal - Other,EOL,Recycling,Primary energy from renewable resources (gross cal. value),MJ,-15289.54479
Scrap Metal - Other,EOL,Recycling,Primary energy from renewable resources (net cal. value),MJ,-15289.54479
Scrap Metal - Other,EOL,Recycling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-2068.250811
Scrap Metal - Other,EOL,Recycling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-2095.081959
Scrap Metal - Other,EOL,Recycling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0
Scrap Metal - Other,EOL,Recycling,Acidification,kg SO2 eq.,-16.06463206
Scrap Metal - Other,EOL,Recycling,Ecotoxicity (recommended),CTUe,-12.40291251
Scrap Metal - Other,EOL,Recycling,Eutrophication,kg N eq.,-0.207070163
Scrap Metal - Other,EOL,Recycling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-2068.250811
Scrap Metal - Other,EOL,Recycling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-2095.081959
Scrap Metal - Other,EOL,Recycling,Human Health Particulate Air,kg PM2.5 eq.,-2.794975042
Scrap Metal - Other,EOL,Recycling,"Human toxicity, cancer (recommended)",CTUh,-2.23E-05
Scrap Metal - Other,EOL,Recycling,"Human toxicity, non-canc. (recommended)",CTUh,-0.002618533
Scrap Metal - Other,EOL,Recycling,Ozone Depletion Air,kg CFC 11 eq.,2.66E-08
Scrap Metal - Other,EOL,Recycling,"Resources, Fossil fuels",MJ surplus energy,-475.2210651
Scrap Metal - Other,EOL,Recycling,Smog Air,kg O3 eq.,-114.5623099
Scrap Metal - Other,EOL,Recycling,Ecotoxicity (recommended and interim),CTUe,-3692148.037
Scrap Metal - Other,EOL,Recycling,Ecotoxicity (recommended only),CTUe,-0.246762782
Scrap Metal - Other,EOL,Recycling,"Human toxicity, cancer (recommended and interim)",CTUh,-3.49E-05
Scrap Metal - Other,EOL,Recycling,"Human toxicity, cancer (recommended only)",CTUh,-1.32E-08
Scrap Metal - Other,EOL,Recycling,"Human toxicity, non-canc. (recommended and interim)",CTUh,-0.003990991
Scrap Metal - Other,EOL,Recycling,"Human toxicity, non-canc. (recommended only)",CTUh,-1.81E-09
Scrap Metal - Other,EOL,Recycling,high characterization factor for unspecified water,m3 world equiv.,-4111.917653
Scrap Metal - Other,EOL,Recycling,low characterization factor for unspecified water,m3 world equiv.,-124.9240725
Scrap Metal - Other,EOL,Recycling,OECD+BRIC average for unspecified water,m3 world equiv.,-2478.73844
Scrap Metal - Other,EOL,Recycling,Blue water consumption,kg,-72261.28004
Scrap Metal - Other,EOL,Recycling,Blue water use,kg,-17962604.23
Scrap Metal - Other,EOL,Recycling,Total freshwater consumption (including rainwater),kg,-72539.70878
Scrap Metal - Other,EOL,Recycling,Total freshwater use,kg,-17962882.66
Scrap Metal - Other,EOL,Recycling,high characterization factor for unspecified water,m3 equiv.,-57.80902404
Scrap Metal - Other,EOL,Recycling,low characterization factor for unspecified water,m3 equiv.,-7.226128004
Scrap Metal - Other,EOL,Recycling,OECD+BRIC average for unspecified water,m3 equiv.,-24.63574916
Scrap Metal - Other,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,78471.25122
Scrap Metal - Other,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,73366.80729
Scrap Metal - Other,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,57180.37255
Scrap Metal - Other,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,52075.92863
Scrap Metal - Other,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,21290.87867
Scrap Metal - Other,Production,Production,Primary energy from renewable resources (net cal. value),MJ,21290.87867
Scrap Metal - Other,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,4663.241603
Scrap Metal - Other,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,4652.712986
Scrap Metal - Other,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0
Scrap Metal - Other,Production,Production,Acidification,kg SO2 eq.,25.89418936
Scrap Metal - Other,Production,Production,Ecotoxicity (recommended),CTUe,231.1884931
Scrap Metal - Other,Production,Production,Eutrophication,kg N eq.,0.487520189
Scrap Metal - Other,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,4663.241603
Scrap Metal - Other,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,4652.712986
Scrap Metal - Other,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,4.095062557
Scrap Metal - Other,Production,Production,"Human toxicity, cancer (recommended)",CTUh,2.87E-05
Scrap Metal - Other,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,0.003453893
Scrap Metal - Other,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,3.54E-07
Scrap Metal - Other,Production,Production,"Resources, Fossil fuels",MJ surplus energy,4435.906905
Scrap Metal - Other,Production,Production,Smog Air,kg O3 eq.,224.1269104
Scrap Metal - Other,Production,Production,Ecotoxicity (recommended and interim),CTUe,5148503.534
Scrap Metal - Other,Production,Production,Ecotoxicity (recommended only),CTUe,0.528450816
Scrap Metal - Other,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,4.66E-05
Scrap Metal - Other,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,1.20E-07
Scrap Metal - Other,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.005168929
Scrap Metal - Other,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,5.82E-09
Scrap Metal - Other,Production,Production,high characterization factor for unspecified water,m3 world equiv.,5648.998145
Scrap Metal - Other,Production,Production,low characterization factor for unspecified water,m3 world equiv.,171.6220784
Scrap Metal - Other,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,3405.318401
Scrap Metal - Other,Production,Production,Blue water consumption,kg,99273.34916
Scrap Metal - Other,Production,Production,Blue water use,kg,23502483.14
Scrap Metal - Other,Production,Production,Total freshwater consumption (including rainwater),kg,101388.6422
Scrap Metal - Other,Production,Production,Total freshwater use,kg,23504598.43
Scrap Metal - Other,Production,Production,high characterization factor for unspecified water,m3 equiv.,79.41867933
Scrap Metal - Other,Production,Production,low characterization factor for unspecified water,m3 equiv.,9.927334916
Scrap Metal - Other,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,33.84486583
